80	3680	2863	6601	5033
80	3690	2871	6613	5041
80	3700	2878	6620	5051
80	3710	2883	6644	5062
80	3720	2891	6655	5071
80	3730	2901	6685	5093
80	3740	2910	6702	5106
80	3750	2919	6731	5125
80	3760	2927	6751	5139
80	3770	2935	6766	5149
80	3780	2943	6773	5155
80	3790	2952	6786	5164
80	3800	2962	6802	5173
80	3810	2970	6813	5183
80	3820	2979	6829	5193
80	3830	2986	6838	5202
80	3840	2992	6860	5213
80	3850	2999	6875	5228
80	3860	3007	6889	5238
80	3870	3016	6895	5240
80	3880	3024	6912	5252
80	3890	3030	6928	5267
80	3900	3037	6948	5282
80	3910	3047	6963	5293
80	3920	3055	6981	5309
80	3930	3064	6995	5316
80	3940	3072	7006	5330
80	3950	3081	7028	5343
80	3960	3089	7059	5366
80	3970	3097	7069	5372
80	3980	3103	7086	5389
80	3990	3111	7099	5396
80	4000	3121	7113	5405
80	4010	3129	7124	5418
80	4020	3135	7139	5428
80	4030	3143	7156	5440
80	4040	3152	7173	5458
80	4050	3161	7193	5467
80	4060	3169	7210	5478
80	4070	3176	7237	5503
80	4080	3184	7258	5517
80	4090	3192	7273	5528
80	4100	3201	7287	5537
80	4110	3209	7300	5549
80	4120	3218	7313	5560
80	4130	3227	7326	5571
80	4140	3235	7344	5578
80	4150	3243	7375	5612
80	4160	3249	7394	5620
80	4170	3256	7410	5633
80	4180	3266	7426	5643
80	4190	3276	7448	5664
80	4200	3284	7457	5668
80	4210	3293	7467	5673
80	4220	3303	7489	5694
80	4230	3307	7521	5718
80	4240	3314	7560	5747
80	4250	3322	7575	5761
80	4260	3332	7586	5767
80	4270	3340	7606	5782
80	4280	3347	7615	5792
80	4290	3355	7618	5795
80	4300	3362	7639	5807
80	4310	3371	7648	5819
80	4320	3379	7669	5837
80	4330	3388	7680	5845
80	4340	3395	7703	5859
80	4350	3404	7730	5885
80	4360	3413	7750	5897
80	4370	3420	7798	5928
80	4380	3430	7814	5944
80	4390	3438	7827	5955
80	4400	3445	7840	5965
80	4410	3452	7850	5973
80	4420	3459	7857	5980
80	4430	3469	7868	5988
80	4440	3476	7898	6015
80	4450	3485	7931	6043
80	4460	3493	7964	6068
80	4470	3502	7982	6083
80	4480	3509	8007	6100
80	4490	3517	8025	6113
80	4500	3524	8044	6132
80	4510	3530	8058	6141
80	4520	3537	8077	6153
80	4530	3546	8082	6163
80	4540	3555	8091	6164
80	4550	3563	8103	6175
80	4560	3571	8117	6189
80	4570	3581	8152	6214
80	4580	3590	8171	6229
80	4590	3599	8192	6243
80	4600	3608	8201	6250
80	4610	3617	8216	6261
80	4620	3624	8233	6275
80	4630	3632	8246	6284
80	4640	3641	8262	6300
80	4650	3649	8279	6313
80	4660	3657	8305	6325
80	4670	3666	8342	6363
80	4680	3675	8361	6378
80	4690	3681	8371	6391
80	4700	3691	8386	6397
80	4710	3700	8410	6414
80	4720	3708	8419	6424
80	4730	3718	8426	6426
80	4740	3728	8434	6428
80	4750	3735	8443	6438
80	4760	3743	8457	6449
80	4770	3750	8470	6458
80	4780	3760	8479	6470
80	4790	3770	8507	6488
80	4800	3778	8542	6513
80	4810	3786	8565	6527
80	4820	3796	8582	6539
80	4830	3804	8588	6544
80	4840	3811	8603	6558
80	4850	3820	8616	6571
80	4860	3829	8635	6582
80	4870	3837	8652	6598
80	4880	3845	8682	6616
80	4890	3853	8693	6624
80	4900	3862	8724	6645
80	4910	3870	8736	6655
80	4920	3877	8753	6673
80	4930	3883	8766	6681
80	4940	3891	8776	6689
80	4950	3900	8787	6700
80	4960	3908	8821	6723
80	4970	3918	8845	6741
80	4980	3926	8854	6753
80	4990	3936	8867	6763
80	5000	3945	8876	6773
80	5010	3954	8902	6791
